"","Pays","Sexe","Age","Taille"
"710","Belarus","Boys",8.7,137.2
"711","Belarus","Boys",6.1,123.5
"712","Belarus","Boys",5.9,121
"713","Belarus","Boys",16.9,173.9
"714","Belarus","Boys",17.2,174.2
"715","Belarus","Boys",12.6,154.6
"716","Belarus","Boys",6.9,127.6
"717","Belarus","Boys",11.1,148.3
"718","Belarus","Boys",7,129.1
"719","Belarus","Boys",9.5,142
"720","Belarus","Boys",16,174.6
"721","Belarus","Boys",12,153.6
"722","Belarus","Boys",6.3,123.9
"723","Belarus","Boys",7.5,130.6
"724","Belarus","Boys",14.4,168.2
"725","Belarus","Boys",10.6,152.1
"726","Belarus","Boys",12.7,159.7
"727","Belarus","Boys",12.3,167.2
"728","Belarus","Boys",16.6,174
"729","Belarus","Boys",14.2,163.7
"730","Belarus","Boys",6.1,123.9
"731","Belarus","Boys",12,151.9
"732","Belarus","Boys",10.1,143.7
"733","Belarus","Boys",6,121.4
"734","Belarus","Boys",10.6,148
"735","Belarus","Boys",15.3,175.6
"736","Belarus","Boys",17.2,180.6
"737","Belarus","Boys",14.5,173.5
"738","Belarus","Boys",14.3,166
"739","Belarus","Boys",14,162.8
"740","Belarus","Boys",5.4,117.4
"741","Belarus","Boys",18.9,170.5
"742","Belarus","Boys",5,117.9
"743","Belarus","Boys",15,175.4
"744","Belarus","Boys",18.7,184.4
"745","Belarus","Boys",8.8,136
"746","Belarus","Boys",16.3,178.3
"747","Belarus","Boys",14.6,173.1
"748","Belarus","Boys",18.7,182
"749","Belarus","Boys",15.9,173.1
"750","Belarus","Boys",11,144.9
"751","Belarus","Boys",7.7,128.3
"752","Belarus","Boys",17.6,176.1
"753","Belarus","Boys",5.3,116.3
"754","Belarus","Boys",6.8,124.9
"755","Belarus","Boys",12.8,159.6
"756","Belarus","Boys",7.6,131.7
"757","Belarus","Boys",18.7,179
"758","Belarus","Boys",15.2,172.6
"759","Belarus","Boys",18.1,176
"760","Belarus","Boys",17.4,173.1
"761","Belarus","Boys",17.3,168.9
"762","Belarus","Boys",19,177.6
"763","Belarus","Boys",18,173.5
"764","Belarus","Boys",13.1,156.9
"765","Belarus","Boys",16.1,169.8
"766","Belarus","Boys",8.9,133.8
"767","Belarus","Boys",18.9,176.4
"768","Belarus","Boys",13.9,171.4
"769","Belarus","Boys",17.5,173.8
"770","Belarus","Boys",13.6,162.9
"771","Belarus","Boys",10.3,140.4
"772","Belarus","Boys",17.3,172.6
"773","Belarus","Boys",13.7,166.8
"774","Belarus","Boys",17,172.8
"775","Belarus","Boys",11.3,152.6
"776","Belarus","Boys",5.7,120.2
"777","Belarus","Boys",16.8,172.4
"778","Belarus","Boys",10.1,143.5
"779","Belarus","Boys",14.7,172.7
"780","Belarus","Boys",10.3,144.7
"781","Belarus","Boys",5.9,121.3
"782","Belarus","Boys",12.2,158.2
"783","Belarus","Boys",5.6,122.1
"784","Belarus","Boys",11.5,154.7
"785","Belarus","Boys",12,149.4
"786","Belarus","Boys",7,128.9
"787","Belarus","Boys",10.9,147.3
"788","Belarus","Boys",5.1,118.5
"789","Belarus","Boys",12.1,151.5
"790","Belarus","Boys",5.7,120.2
"791","Belarus","Boys",6.6,125.2
"792","Belarus","Boys",9.3,135.9
"793","Belarus","Boys",5,117.3
"794","Belarus","Boys",10,140.9
"795","Belarus","Boys",10.2,146.3
"796","Belarus","Boys",18.2,178.7
"797","Belarus","Boys",10.9,154.3
"798","Belarus","Boys",13.5,160.1
"799","Belarus","Boys",6.1,122.7
"800","Belarus","Boys",13.6,169
"801","Belarus","Boys",9,135.8
"802","Belarus","Boys",10.8,141.8
"803","Belarus","Boys",5.1,119.3
"804","Belarus","Boys",18.7,177.2
"805","Belarus","Boys",13.4,165.8
"806","Belarus","Boys",14.3,165.8
"807","Belarus","Boys",15.8,165
"808","Belarus","Boys",13.2,162
"809","Belarus","Boys",13.7,160.8
"810","Belarus","Boys",16.6,172.7
"811","Belarus","Boys",14.7,179.5
"812","Belarus","Boys",15.3,169.7
"813","Belarus","Boys",11.9,152
"814","Belarus","Boys",14.8,163
"815","Belarus","Boys",8.3,133.8
"816","Belarus","Boys",12.3,157.2
"817","Belarus","Boys",15.5,176.8
"818","Belarus","Boys",15.5,179.6
"819","Belarus","Boys",5.2,118
"820","Belarus","Boys",8.6,134.3
"821","Belarus","Boys",7,123.7
"822","Belarus","Boys",5,117.3
"823","Belarus","Boys",14.7,166.1
"824","Belarus","Boys",15.4,178.4
"825","Belarus","Boys",17.7,174.6
"826","Belarus","Boys",6.5,125.1
"827","Belarus","Boys",9.5,143.1
"828","Belarus","Boys",16.9,174.8
"829","Belarus","Boys",8.7,137.2
"830","Belarus","Boys",9.5,142.4
"831","Belarus","Boys",5.1,115.9
"832","Belarus","Boys",12.9,160.3
"833","Belarus","Boys",9.9,137.6
"834","Belarus","Boys",7,126.7
"835","Belarus","Boys",18.3,176.9
"836","Belarus","Boys",17.4,169.7
"837","Belarus","Boys",13,156.4
"838","Belarus","Boys",15.6,170.8
"839","Belarus","Boys",10,143.4
"840","Belarus","Boys",10.5,150.8
"841","Belarus","Boys",5,121.1
"842","Belarus","Boys",18.1,181.4
"843","Belarus","Boys",17.4,175.9
"844","Belarus","Boys",10.9,148.4
"845","Belarus","Boys",14.6,168.8
"846","Belarus","Boys",9.7,142.5
"847","Belarus","Boys",6.5,123.2
"848","Belarus","Boys",13.7,169.4
"849","Belarus","Boys",17.4,177.8
"850","Belarus","Boys",17.2,172.8
"851","Belarus","Boys",18.9,172.1
"852","Belarus","Boys",15.3,164.3
"853","Belarus","Boys",17.8,183.1
"854","Belarus","Boys",18,174.9
"855","Belarus","Boys",12.1,152.7
"856","Belarus","Boys",12.1,151.5
"857","Belarus","Boys",12.4,156.1
"858","Belarus","Boys",18.6,175.3
"859","Belarus","Boys",16.3,173
"860","Belarus","Boys",10.1,138.6
"861","Belarus","Boys",14,163.5
"862","Belarus","Boys",11.8,152.4
"863","Belarus","Boys",15.6,174.8
"864","Belarus","Boys",13.3,159.8
"865","Belarus","Boys",11.2,154.1
"866","Belarus","Boys",15.4,173.7
"867","Belarus","Boys",10.1,144.4
"868","Belarus","Boys",18.9,182.9
"869","Belarus","Boys",16.5,177.4
"870","Belarus","Boys",7.3,134.3
"871","Belarus","Boys",12.3,158.6
"872","Belarus","Boys",5.4,119.2
"873","Belarus","Boys",8.2,132.1
"874","Belarus","Boys",14,167.3
"875","Belarus","Boys",19,172.1
"876","Belarus","Boys",14.4,170.3
"877","Belarus","Boys",16.8,178.1
"878","Belarus","Boys",14.2,169.7
"879","Belarus","Boys",5.8,117.4
"880","Belarus","Boys",18.6,182.2
"881","Belarus","Boys",6.2,121.7
"882","Belarus","Boys",11.8,151.8
"883","Belarus","Boys",5.6,115.8
"884","Belarus","Boys",12.3,152.1
"885","Belarus","Boys",10.2,141.7
"886","Belarus","Boys",14.3,170.6
"887","Belarus","Boys",6.1,125.8
"888","Belarus","Boys",7.9,136.6
"889","Belarus","Boys",13.4,160.2
"890","Belarus","Boys",6.8,131.3
"891","Belarus","Boys",11.3,145.2
"892","Belarus","Boys",18,180.8
"893","Belarus","Boys",15.4,166.3
"894","Belarus","Boys",19,173.4
"895","Belarus","Boys",14,159.9
"896","Belarus","Boys",11.1,146.8
"897","Belarus","Boys",15.5,171.9
"898","Belarus","Boys",12.4,154.9
"899","Belarus","Boys",15.9,175
"900","Belarus","Boys",17.3,173.8
"901","Belarus","Boys",7.1,128.1
"902","Belarus","Boys",12.1,157.4
"903","Belarus","Boys",8.6,135.6
"904","Belarus","Boys",17.2,180.4
"905","Belarus","Boys",5.2,115.7
"906","Belarus","Boys",12.9,158.7
"907","Belarus","Boys",6.2,122.5
"908","Belarus","Boys",6.8,124.1
"909","Belarus","Boys",7.5,134.2
"910","Belarus","Boys",12.9,159.7
"911","Belarus","Boys",18.5,175
"912","Belarus","Boys",5.3,121.5
"913","Belarus","Boys",11.8,151
"914","Belarus","Boys",17.3,180.3
"915","Belarus","Boys",11,149.8
"916","Belarus","Boys",14.9,167.2
"917","Belarus","Boys",18,172.8
"918","Belarus","Boys",13.5,161.8
"919","Belarus","Boys",13.2,162.7
"920","Belarus","Boys",9.9,139.4
"921","Belarus","Boys",17.3,171.6
"922","Belarus","Boys",12.3,164.9
"923","Belarus","Boys",14.8,167.5
"924","Belarus","Boys",5.4,119.2
"925","Belarus","Boys",17.6,174.3
"926","Belarus","Boys",17.7,176.4
"927","Belarus","Boys",14.9,170.8
"928","Belarus","Boys",15.7,178.7
"929","Belarus","Boys",7.3,124.9
"930","Belarus","Boys",9.6,139
"931","Belarus","Boys",15.8,175.2
"932","Belarus","Boys",8.1,129.6
"933","Belarus","Boys",16.8,173.9
"934","Belarus","Boys",13.9,162.6
"935","Belarus","Boys",6.2,124.4
"936","Belarus","Boys",10.7,142.8
"937","Belarus","Boys",7.1,124.7
"938","Belarus","Boys",10.5,144.5
"939","Belarus","Boys",10.9,152
"940","Belarus","Boys",12.1,155.4
"941","Belarus","Boys",17.4,176.1
"942","Belarus","Boys",6.1,121.7
"943","Belarus","Boys",16.7,168.7
"944","Belarus","Boys",10.6,146.7
"945","Belarus","Boys",13.8,165
"946","Belarus","Boys",6.6,125.1
"947","Belarus","Boys",9.2,135.8
"948","Belarus","Boys",16.3,174.4
"949","Belarus","Boys",6.7,121.6
"950","Belarus","Boys",14,164.1
"951","Belarus","Boys",7.7,132.5
"952","Belarus","Boys",17,175.4
"953","Belarus","Boys",6.8,127.3
"954","Belarus","Boys",14.9,169.1
"955","Belarus","Boys",8,134
"956","Belarus","Boys",8.2,135.2
"957","Belarus","Boys",5.8,126.7
"958","Belarus","Boys",14.1,166.7
"959","Belarus","Boys",19,170.8
"960","Belarus","Boys",8.6,132.9
"961","Belarus","Boys",16,177.7
"962","Belarus","Boys",8.9,139.2
"963","Belarus","Boys",9,136
"964","Belarus","Boys",13.6,165.4
"965","Belarus","Boys",16.4,172.2
"966","Belarus","Boys",7.3,128
"967","Belarus","Boys",6.8,122.3
"968","Belarus","Boys",16.6,174.7
"969","Belarus","Boys",14.6,170
"970","Belarus","Boys",12,152.8
"971","Belarus","Boys",6.7,127.4
"972","Belarus","Boys",14.6,157.5
"973","Belarus","Boys",17.2,183.5
"974","Belarus","Boys",11.4,148.5
"975","Belarus","Boys",17.2,169.3
"976","Belarus","Boys",11.4,148.9
"977","Belarus","Boys",18.2,173.8
"978","Belarus","Boys",12,153.1
"979","Belarus","Boys",10.8,152.8
"980","Belarus","Boys",14.8,167.3
"981","Belarus","Boys",8,131.1
"982","Belarus","Boys",16.2,172.2
"983","Belarus","Boys",14.4,166.6
"984","Belarus","Boys",16.7,171.9
"985","Belarus","Boys",11,149.2
"986","Belarus","Boys",18.4,173.3
"987","Belarus","Boys",17.9,177.1
"988","Belarus","Boys",6,117.5
"989","Belarus","Boys",13.9,170.2
"990","Belarus","Boys",14,162.8
"991","Belarus","Boys",10.5,140.6
"992","Belarus","Boys",7.2,127.1
"993","Belarus","Boys",14,166.1
"994","Belarus","Boys",9.9,143.2
"995","Belarus","Boys",5,117.8
"996","Belarus","Boys",7.2,124.3
"997","Belarus","Boys",12.9,163.3
"998","Belarus","Boys",13,163.9
"999","Belarus","Boys",16.6,172.9
"1000","Belarus","Boys",9,139.9
"1001","Belarus","Boys",13.2,163.4
"1002","Belarus","Boys",11.4,148.4
"1003","Belarus","Boys",8.1,130.7
"1004","Belarus","Boys",13.6,165.4
"1005","Belarus","Boys",18.7,171.3
"1006","Belarus","Boys",13.2,160.4
"1007","Belarus","Boys",16.3,174.9
"1008","Belarus","Boys",7.4,129.3
"1009","Belarus","Boys",8.7,137
"1010","Belarus","Boys",11.6,147.4
"1011","Belarus","Boys",7.4,129.1
"1012","Belarus","Boys",12.5,156.9
"1013","Belarus","Boys",16.7,178.6
"1014","Belarus","Boys",8.5,136.3
"1015","Belarus","Boys",17.4,173.8
"1016","Belarus","Boys",11.3,147.5
"1017","Belarus","Boys",15,173
"1018","Belarus","Boys",16.4,170.2
"1019","Belarus","Boys",11.1,147
"1020","Belarus","Boys",10,142.3
"1021","Belarus","Boys",11.2,146.2
"1022","Belarus","Boys",16.9,179.8
"1023","Belarus","Boys",18.2,171.5
"1024","Belarus","Boys",14,168.6
"1025","Belarus","Boys",10.7,146.5
"1026","Belarus","Boys",6.8,128.4
"1027","Belarus","Boys",15.5,175.5
"1028","Belarus","Boys",12.1,153.8
"1029","Belarus","Boys",7.7,133.8
"1030","Belarus","Boys",15.2,177.6
"1031","Belarus","Boys",5.1,119.6
"1032","Belarus","Boys",14.8,171.7
"1033","Belarus","Boys",15,175.7
"1034","Belarus","Boys",13.3,161.5
"1035","Belarus","Boys",8.8,133.5
"1036","Belarus","Boys",5.6,117.4
"1037","Belarus","Boys",12.5,161.4
"1038","Belarus","Boys",11.2,154.6
"1039","Belarus","Boys",8.4,137.3
"1040","Belarus","Boys",13,151.9
"1041","Belarus","Boys",16.7,174.9
"1042","Belarus","Boys",8.4,132.2
"1043","Belarus","Boys",18.8,175.7
"1044","Belarus","Boys",9.2,135
"1045","Belarus","Boys",8.4,135.3
"1046","Belarus","Boys",5.1,116.3
"1047","Belarus","Boys",8.5,135.8
"1048","Belarus","Boys",13.2,162.3
"1049","Belarus","Boys",18.7,176.7
"1050","Belarus","Boys",9.7,144.8
"1051","Belarus","Boys",9.6,141.8
"1052","Belarus","Boys",15.4,168.9
"1053","Belarus","Boys",14.6,167.2
"1054","Belarus","Boys",12,157
"1055","Belarus","Boys",7.2,129.6
"1056","Belarus","Boys",9.6,144
"1057","Belarus","Boys",6.1,124.4
"1058","Belarus","Boys",5,115.5
"1059","Belarus","Boys",13.5,161.9
"1060","Belarus","Boys",11.8,149.2
"1061","Belarus","Boys",14.2,177
"1062","Belarus","Boys",13.9,162.9
"1063","Belarus","Boys",7.1,128.8
"1064","Belarus","Boys",6.4,124.4
"1065","Belarus","Boys",12.4,157
"1066","Belarus","Boys",8.3,129.6
"1067","Belarus","Boys",7.4,124.7
"1068","Belarus","Boys",7.5,129.6
"1069","Belarus","Boys",14.9,164.3
"1070","Belarus","Boys",13.4,155.2
"1071","Belarus","Boys",14.5,168.4
"1072","Belarus","Boys",12.8,156.7
"1073","Belarus","Boys",8.4,133.3
"1074","Belarus","Boys",9.5,139.7
"1075","Belarus","Boys",6.8,127.7
"1076","Belarus","Boys",13.2,163.5
"1077","Belarus","Boys",16.5,176.1
"1078","Belarus","Boys",9.3,135.8
"1079","Belarus","Boys",9.5,142.4
"1080","Belarus","Boys",15.7,173.5
"1081","Belarus","Boys",15.4,172.7
"1082","Belarus","Boys",5.3,119.6
"1083","Belarus","Boys",14.8,161.1
"1084","Belarus","Boys",5.8,118.5
"1085","Belarus","Boys",10.1,147.1
"1086","Belarus","Boys",18.4,185.2
"1087","Belarus","Boys",15,169.2
"1088","Belarus","Boys",10,141.1
"1089","Belarus","Boys",9.2,140.6
"1090","Belarus","Boys",10.6,143.3
"1091","Belarus","Boys",14.6,166.5
"1092","Belarus","Boys",5.6,120.3
"1093","Belarus","Boys",7.7,123.9
"1094","Belarus","Boys",7.9,129
"1095","Belarus","Boys",17.6,170.2
"1096","Belarus","Boys",7.4,132.1
"1097","Belarus","Boys",8,133.4
"1098","Belarus","Boys",6.8,128.5
"1099","Belarus","Boys",12.1,152.7
"1100","Belarus","Boys",17.5,177.3
"1101","Belarus","Boys",19,177.5
"1102","Belarus","Boys",8.8,136.6
"1103","Belarus","Boys",16.6,176
"1104","Belarus","Boys",17.2,174.4
"1105","Belarus","Boys",15.1,170.9
"1106","Belarus","Boys",7.7,130.1
"1107","Belarus","Boys",12.8,163.2
"1108","Belarus","Boys",18.1,176.6
"1109","Belarus","Boys",12.5,155
"1110","Belarus","Boys",17.8,175.6
"1111","Belarus","Boys",16.1,175.5
"1112","Belarus","Boys",16.8,176.5
"1113","Belarus","Boys",9.6,143.4
"1114","Belarus","Boys",7.5,131.8
"1115","Belarus","Boys",12,162.2
"1116","Belarus","Boys",17.8,175.6
"1117","Belarus","Boys",5.1,114.6
"1118","Belarus","Boys",5.2,118
"1119","Belarus","Boys",12.2,154.6
"1120","Belarus","Boys",16.2,174.5
"1121","Belarus","Boys",10.2,144.7
"1122","Belarus","Boys",11.6,151.3
"1123","Belarus","Boys",12.2,157.9
"1124","Belarus","Boys",8.7,134.3
"1125","Belarus","Boys",8.6,128.3
"1126","Belarus","Boys",15.4,174.1
"1127","Belarus","Boys",17.9,183.2
"1128","Belarus","Boys",12.8,161.3
"1129","Belarus","Boys",13.8,164.3
"1130","Belarus","Boys",9.8,141.2
"1131","Belarus","Boys",6.8,131.4
"1132","Belarus","Boys",8,135.3
"1133","Belarus","Boys",14.8,162.8
"1134","Belarus","Boys",13.3,162.2
"1135","Belarus","Boys",9.5,135.6
"1136","Belarus","Boys",17.9,175.7
"1137","Belarus","Boys",13.5,166.8
"1138","Belarus","Boys",8.9,136.7
"1139","Belarus","Boys",16.1,175.5
"1140","Belarus","Boys",12.6,152.8
"1141","Belarus","Boys",5.6,117.7
"1142","Belarus","Boys",12.6,156.8
"1143","Belarus","Boys",10,139.5
"1144","Belarus","Boys",5.4,118.1
"1145","Belarus","Boys",13.7,169
"1146","Belarus","Boys",9.9,147.3
"1147","Belarus","Boys",6.1,125.4
"1148","Belarus","Boys",12,154.9
"1149","Belarus","Boys",17.5,173.9
"1150","Belarus","Boys",10.8,146.5
"1151","Belarus","Boys",14.3,169.3
"1152","Belarus","Boys",7.5,134.2
"1153","Belarus","Boys",10.6,144.5
"1154","Belarus","Boys",10,140.2
"1155","Belarus","Boys",7.8,129.9
"1156","Belarus","Boys",17,176.1
"1157","Belarus","Boys",10.3,142.4
"1158","Belarus","Boys",9.7,137.9
"1159","Belarus","Boys",13.3,158
"1160","Belarus","Boys",14.6,166.1
"1161","Belarus","Boys",14.8,164.3
"1162","Belarus","Boys",14.6,167.4
"1163","Belarus","Boys",7.8,129.8
"1164","Belarus","Boys",15.6,168.5
"1165","Belarus","Boys",15.8,175.3
"1166","Belarus","Boys",12.7,163
"1167","Belarus","Boys",7.2,130.1
"1168","Belarus","Boys",9.9,138.1
"1169","Belarus","Boys",12,150.4
"1170","Belarus","Boys",9.1,139.2
"1171","Belarus","Boys",16.8,176.4
"1172","Belarus","Boys",13.2,162.2
"1173","Belarus","Boys",17.1,170.7
"1174","Belarus","Boys",9.9,141.4
"1175","Belarus","Boys",17.5,176.2
"1176","Belarus","Boys",9,134.1
"1177","Belarus","Boys",12.4,152.9
"1178","Belarus","Boys",7.7,130.4
"1179","Belarus","Boys",7,128.3
"1180","Belarus","Boys",5.2,117.2
"1181","Belarus","Boys",11.4,149.3
"1182","Belarus","Boys",14.7,170.6
"1183","Belarus","Boys",11,147.3
"1184","Belarus","Boys",15.7,174.9
"1185","Belarus","Boys",18.5,174.8
"1186","Belarus","Boys",14.6,173.1
"1187","Belarus","Boys",6.5,124.4
"1188","Belarus","Boys",7.3,128.1
"1189","Belarus","Boys",6.7,126.3
"1190","Belarus","Boys",18.3,173.8
"1191","Belarus","Boys",8.6,135.5
"1192","Belarus","Boys",11.7,148.5
"1193","Belarus","Boys",5.9,118.5
"1194","Belarus","Boys",5.9,121.2
"1195","Belarus","Boys",6.3,124.9
"1196","Belarus","Boys",18.5,170.6
"1197","Belarus","Boys",9,139.2
"1198","Belarus","Boys",11.6,147.6
"1199","Belarus","Boys",13,157.7
"1200","Belarus","Boys",9.1,138.9
"1201","Belarus","Boys",8.3,134.6
"1202","Belarus","Boys",18.9,173.3
"1203","Belarus","Boys",13,159.4
"1204","Belarus","Boys",10.9,141
"1205","Belarus","Boys",13.8,162
"1206","Belarus","Boys",10,142.5
"1207","Belarus","Boys",8.6,134.4
"1208","Belarus","Boys",12.8,163.4
"1209","Belarus","Boys",18.2,177.4
"1210","Belarus","Boys",13.3,157.6
"1211","Belarus","Boys",6.1,121.2
"1212","Belarus","Boys",6.7,125.1
"1213","Belarus","Boys",7.6,126.2
"1214","Belarus","Boys",5.1,111.9
"1215","Belarus","Boys",14.7,174.9
"1216","Belarus","Boys",12.4,155.7
"1217","Belarus","Boys",6.7,127.4
"1218","Belarus","Boys",5.9,120
"1219","Belarus","Boys",12.7,161.3
"1220","Belarus","Boys",5.2,120.6
"1221","Belarus","Boys",15.9,170.3
"1222","Belarus","Boys",5.3,117
"1223","Belarus","Boys",8.2,134.1
"1224","Belarus","Boys",7.5,139
"1225","Belarus","Boys",16.9,179.5
"1226","Belarus","Boys",16.3,173.2
"1227","Belarus","Boys",7.3,129.8
"1228","Belarus","Boys",18,177.9
"1229","Belarus","Boys",13.3,166
"1230","Belarus","Boys",13.4,164.6
"1231","Belarus","Boys",12.2,154.9
"1232","Belarus","Boys",13.7,161.5
"1233","Belarus","Boys",6.4,122.8
"1234","Belarus","Boys",12,152.9
"1235","Belarus","Boys",5.5,122.7
"1236","Belarus","Boys",11.5,149.5
"1237","Belarus","Boys",10.7,147.3
"1238","Belarus","Boys",18.5,177.8
"1239","Belarus","Boys",9.2,142.9
"1240","Belarus","Boys",14.3,168.3
"1241","Belarus","Boys",9.7,138.4
"1242","Belarus","Boys",18.1,172.8
"1243","Belarus","Boys",7.2,131.4
"1244","Belarus","Boys",15.1,171.1
"1245","Belarus","Boys",10.6,146.8
"1246","Belarus","Boys",14.7,166.5
"1247","Belarus","Boys",15.6,174.7
"1248","Belarus","Boys",18.6,183.6
"1249","Belarus","Boys",15.5,174.8
"1250","Belarus","Boys",6.5,121.2
"1251","Belarus","Boys",18.6,178.7
"1252","Belarus","Boys",13.8,158.3
"1253","Belarus","Boys",13.9,160.3
"1254","Belarus","Boys",12.1,149.2
"1255","Belarus","Boys",18,181.2
"1256","Belarus","Boys",10.6,143.1
"1257","Belarus","Boys",16.4,172.2
"1258","Belarus","Boys",9.9,142.2
"1259","Belarus","Boys",18.5,173.7
"1260","Belarus","Boys",6.2,121.2
"1261","Belarus","Boys",16.6,180.3
"1262","Belarus","Boys",11.3,148.3
"1263","Belarus","Boys",16.5,173.5
"1264","Belarus","Boys",16,170.2
"1265","Belarus","Boys",10.4,145.9
"1266","Belarus","Boys",15.9,176.9
"1267","Belarus","Boys",17.4,174.4
"1268","Belarus","Boys",10,140.6
"1269","Belarus","Boys",16.7,179
"1270","Belarus","Boys",12.5,161.4
"1271","Belarus","Boys",7,131.3
"1272","Belarus","Boys",16.6,175.6
"1273","Belarus","Boys",17.3,173.5
"1274","Belarus","Boys",13.2,162
"1275","Belarus","Boys",18.5,166.3
"1276","Belarus","Boys",12.1,150
"1277","Belarus","Boys",13.1,164.5
"1278","Belarus","Boys",5,109.3
"1279","Belarus","Boys",7.2,128
"1280","Belarus","Boys",16.3,174.4
"1281","Belarus","Boys",7,129
"1282","Belarus","Boys",18.9,176.4
"1283","Belarus","Boys",11.4,147.8
"1284","Belarus","Boys",11.7,152.9
"1285","Belarus","Boys",11.4,148.7
"1286","Belarus","Boys",14.5,169.7
"1287","Belarus","Boys",18.4,175.5
"1288","Belarus","Boys",13.5,168.1
"1289","Belarus","Boys",16.7,173.5
"1290","Belarus","Boys",14.7,174.9
"1291","Belarus","Boys",16.9,177
"1292","Belarus","Boys",16.7,177.3
"1293","Belarus","Boys",14.8,172.6
"1294","Belarus","Boys",9.2,141.8
"1295","Belarus","Boys",17.6,174.4
"1296","Belarus","Boys",13.4,162.1
"1297","Belarus","Boys",16.8,173.6
"1298","Belarus","Boys",10.1,139.6
"1299","Belarus","Boys",17.4,181.7
"1300","Belarus","Boys",12.9,160.1
"1301","Belarus","Boys",8.2,136.4
"1302","Belarus","Boys",6.4,123.3
"1303","Belarus","Boys",7.6,128.5
"1304","Belarus","Boys",12,150.7
"1305","Belarus","Boys",11.9,157.9
"1306","Belarus","Boys",17.6,180.7
"1307","Belarus","Boys",9.4,140.3
"1308","Belarus","Boys",16.2,179.9
"1309","Belarus","Boys",14.3,169.7
"1310","Belarus","Boys",17.5,173.6
"1311","Belarus","Boys",12.3,156.4
"1312","Belarus","Boys",6.1,124.4
"1313","Belarus","Boys",7.5,128.7
"1314","Belarus","Boys",15.4,178.1
"1315","Belarus","Boys",15.5,175.5
"1316","Belarus","Boys",7.6,134.4
"1317","Belarus","Boys",14.9,166.4
"1318","Belarus","Boys",14.6,171.1
"1319","Belarus","Boys",12.2,148.5
"1320","Belarus","Boys",14.4,173.1
"1321","Belarus","Boys",10.5,144
"1322","Belarus","Boys",8.6,133.1
"1323","Belarus","Boys",14.5,162.6
"1324","Belarus","Boys",13.5,171.6
"1325","Belarus","Boys",6.3,127
"1326","Belarus","Boys",18.5,166
"1327","Belarus","Boys",14.7,165.8
"1328","Belarus","Boys",17.3,172.8
"1329","Belarus","Boys",5.1,117.6
"1330","Belarus","Boys",17.4,176.9
"1331","Belarus","Boys",17.3,180.4
"1332","Belarus","Boys",10.5,145
"1333","Belarus","Boys",16.1,171.1
"1334","Belarus","Boys",10.1,143.6
"1335","Belarus","Boys",6.2,122.8
"1336","Belarus","Boys",11,149.3
"1337","Belarus","Boys",9.9,141.9
"1338","Belarus","Boys",17.6,175.5
"1339","Belarus","Boys",10.2,143.2
"1340","Belarus","Boys",12.3,150.9
"1341","Belarus","Boys",10.1,145.7
"1342","Belarus","Boys",16.4,172.2
"1343","Belarus","Boys",11.3,149.8
"1344","Belarus","Boys",12.5,156.4
"1345","Belarus","Boys",11.8,156
